instruction,source,target
Terjemahkan ke bahasa Indonesia baku.,Mungkin karena sa yang kurang beruntung,Mungkin karena aku yang kurang beruntung
Terjemahkan ke bahasa Indonesia baku.,Maaf kawan sa trakan mau lagi melanggar,"Maaf kawan, aku tidak mau melanggar lagi"
Terjemahkan ke bahasa Indonesia baku.,"Trippy dont, trippy dont, trippy allday",Jangan mengganggu pikiranku sepanjang hari
Terjemahkan ke bahasa Indonesia baku.,Ko macam jampe-jampe sa pu hati melepuh,Kamu seperti mantra yang buat hatiku lemah
Terjemahkan ke bahasa Indonesia baku.,Dalam bahaya ka tidak sapa suruh pindah,Dalam bahaya atau tidak siapa suruh pindah
Terjemahkan ke bahasa Indonesia baku.,Karna ko yang terakhir dalam sa pu love,Karena kamu yang terakhir dalam cinta saya
Terjemahkan ke bahasa Indonesia baku.,Antar mendung datang baru ko pi go away,"Setelah datang masalah, kamu langsung pergi"
Terjemahkan ke bahasa Indonesia baku.,Sa mengalah karna di ending sa su kalah,Aku mengalah karena pada akhirnya aku kalah
Terjemahkan ke bahasa Indonesia baku.,"Ternyata dari doyo, ko manis bikin loyo","Ternyata dari sana, manismu membuatku lemah"
Terjemahkan ke bahasa Indonesia baku.,Bisakah ko terima ini sebagai kenyataan,Bisakah kamu menerima ini sebagai kenyataan
Terjemahkan ke bahasa Indonesia baku.,Sa su banyak bicara jadi coba dengarkan,"Aku sudah banyak bicara, jadi coba dengarkan"
Terjemahkan ke bahasa Indonesia baku.,Lama tak bersama rindu yang hantui rasa,"Lama tak bersama, rindu menghantui perasaan."
Terjemahkan ke bahasa Indonesia baku.,Lama tak berjumpa sa rindu stengah mati,"Lama tak berjumpa, saya rindu setengah mati."
Terjemahkan ke bahasa Indonesia baku.,Tra sama seperti yang pertama sa kenali,Tidak seperti pertama kali saya mengenal kamu
Terjemahkan ke bahasa Indonesia baku.,Pergi sudah terserah jang balik deng sa,"Pergi saja, terserah, jangan balik dengan aku"
Terjemahkan ke bahasa Indonesia baku.,Karna sa bingung apa yang harus sa buat,Karena aku bingung apa yang harus aku lakukan
Terjemahkan ke bahasa Indonesia baku.,Anana Timur yang racik tetap mantep aja,Anak-anak Timur yang meracik tetap hebat saja
Terjemahkan ke bahasa Indonesia baku.,Su malam begini jang sampe de pi mayari,Malam begini jangan sampai kamu pergi berpesta
Terjemahkan ke bahasa Indonesia baku.,"Sa su jupen koi, jadi tolong ko pu nama","Aku sudah jatuh cinta, jadi tolong beri namamu"
Terjemahkan ke bahasa Indonesia baku.,Su bukan ko lagi yang genggam sa tangan,Aku bukan lagi orang yang menggenggam tanganmu
Terjemahkan ke bahasa Indonesia baku.,Sa tara tau baby ko tara tau sebenarnya,"Aku tidak tahu, kamu pun tidak tahu sebenarnya"
Terjemahkan ke bahasa Indonesia baku.,ko tara boleh takut sa ni banyak energi,"kamu jangan takut, aku masih punya banyak energi"
Terjemahkan ke bahasa Indonesia baku.,Andai mo bilang tapi skarang su berbeda,"Andai ingin berkata, tapi sekarang sudah berbeda"
Terjemahkan ke bahasa Indonesia baku.,Su bukan sa lagi yang genggam ko tangan,Sekarang aku bukan lagi yang menggenggam tanganmu
Terjemahkan ke bahasa Indonesia baku.,Flow menari-nari nyalakan tanda warning,"Alunan lagu menari-nari, nyalakan tanda peringatan"
Terjemahkan ke bahasa Indonesia baku.,Ko dengar ini kalo tersinggung terlibat,Kamu dengar ini kalau tersinggung berarti terlibat
Terjemahkan ke bahasa Indonesia baku.,Jaga hubungan yang tong janji selamanya,Jagalah hubungan yang sudah kita janjikan selamanya.
Terjemahkan ke bahasa Indonesia baku.,Covid su seles tapi ko bikin terjangkit,Covid sudah selesai tapi kamu membuat luka terjangkit
Terjemahkan ke bahasa Indonesia baku.,Ko su tra kentara de lambai lenso merah,"Kau sudah tidak terlihat, dia melambaikan sapu tangan merah"
Terjemahkan ke bahasa Indonesia baku.,Mo stelan jurus remot andalan apa bilang,"Apa jurus andalanmu, katakanlah"
Terjemahkan ke bahasa Indonesia baku.,Yang ko menarik dan harus sa yang miliki,Kamu menarik dan harus aku miliki
Terjemahkan ke bahasa Indonesia baku.,Cinta sepanggal ini de bikin gila lalala,Cinta sepotong ini membuatku gila
Terjemahkan ke bahasa Indonesia baku.,Penyesalan tuh memang kadang bikin repot,Penyesalan memang kadang menyulitkan
Terjemahkan ke bahasa Indonesia baku.,"Oh sht, pace de pu senyum tu bikin sakit","Oh sht, senyummu itu sakitkan hatiku"
Terjemahkan ke bahasa Indonesia baku.,Percuma dengan cinta yang hanya tersirat,Sia-sia mencinta jika hanya tersirat
Terjemahkan ke bahasa Indonesia baku.,Nona pu manja-manja nona pu sifat bajaga,Si nona manja dan pandai menjaga diri
Terjemahkan ke bahasa Indonesia baku.,Lebih baik jang ganggu itu sa yang punya,"Lebih baik jangan ganggu, itu milikku"
Terjemahkan ke bahasa Indonesia baku.,Tong bikin yang enak pasti terasa asikan,Kami buat yang enak pasti terasa seru
Terjemahkan ke bahasa Indonesia baku.,Sa tau ko pu perasaan di saat sperti ini,Aku tahu perasaanmu di saat seperti ini
Terjemahkan ke bahasa Indonesia baku.,Ko tangkap basah pas mata su warna merah,Kamu menangkapnya saat mata sudah merah
Terjemahkan ke bahasa Indonesia baku.,Cinta sepenggal ini de bikin gila lalala,Cinta sepotong ini membuatku gila lalala
Terjemahkan ke bahasa Indonesia baku.,Hari-hari baku marah timbulkan duka lara,Hari-hari bertengkar timbulkan duka lara
Terjemahkan ke bahasa Indonesia baku.,Sa yang su kopeng harga diri lapis belis,Aku yang pegang harga diri berlapis-lapis
Terjemahkan ke bahasa Indonesia baku.,Siapapun tak bertahan ko pu ego beruntun,Tak ada yang bertahan karena ego beruntun
Terjemahkan ke bahasa Indonesia baku.,Kalau ko terima status sah istri kandung,Kalau kamu terima status menjadi istri sah
Terjemahkan ke bahasa Indonesia baku.,Sa tra bisa lagi mo melawan atau langgar,Aku tidak bisa lagi melawan atau melanggar
Terjemahkan ke bahasa Indonesia baku.,Lagu ini paling enak dan su tidak asikan,Lagu ini paling enak dan tidak membosankan
Terjemahkan ke bahasa Indonesia baku.,Tra usah menyesal kalo dia ko tinggalkan,Tak perlu menyesal saat kamu tinggalkan dia
Terjemahkan ke bahasa Indonesia baku.,Bisa kah ko terima ini sebagai kenyataan,Bisakah kamu menerima ini sebagai kenyataan
Terjemahkan ke bahasa Indonesia baku.,Mampukan hati tuk bisa dan harus relakan,Kuatkan hati untuk bisa dan harus merelakan
Terjemahkan ke bahasa Indonesia baku.,"Cukup sampe di sini, kan jadi sa pu bini","Cukup sampai di sini, kamu akan jadi istriku"
Terjemahkan ke bahasa Indonesia baku.,mo stelan jurus remot andalan apa bilang,mau gaya jurus remot andalan apa bilang saja
Terjemahkan ke bahasa Indonesia baku.,Tuduh yang ko kasih masih kurang lengkap,Tuduhan yang kamu kasih masih kurang lengkap
Terjemahkan ke bahasa Indonesia baku.,"Jauh ko di mata, sa hanya kenang di hati","Kamu jauh di mata, hanya saya kenang di hati."
Terjemahkan ke bahasa Indonesia baku.,Coba waktu itu sa tra lepas ko pu tangan,Andai waktu itu aku tidak melepaskan tanganmu
Terjemahkan ke bahasa Indonesia baku.,ko yakin tuhan pasti pertemukan tong dua,aku yakin Tuhan pasti mempertemukan kita berdua
Terjemahkan ke bahasa Indonesia baku.,Sampe hati pun bicara kalo bumi sa punya,Sampai hati pun berkata seolah dunia ini milikku
Terjemahkan ke bahasa Indonesia baku.,"Tra pernah sa terlena, secepat ko karena",Aku tak pernah terpesona secepat ini karena kamu
Terjemahkan ke bahasa Indonesia baku.,Tanya kabar hari ini su makan kah belom?,"Bertanya kabar, hari ini sudah makan atau belum?"
Terjemahkan ke bahasa Indonesia baku.,Sa mo titip fam di kam pu anak perempuan,Aku ingin menitipkan keluarga di wanita sepertimu
Terjemahkan ke bahasa Indonesia baku.,sa yang su kopeng harga diri lapis belis,aku yang sudah pegang harga diri setara mas kawin
Terjemahkan ke bahasa Indonesia baku.,siapapun tak bertahan ko pu ego beruntun,siapapun tidak bertahan dengan egomu yang beruntun
Terjemahkan ke bahasa Indonesia baku.,Tra bisa pegang gelas itu sa sudah janji,"Aku tidak bisa pegang gelas itu, aku sudah berjanji"
Terjemahkan ke bahasa Indonesia baku.,"Biar kulit hitam, putih Tuhan jaga semua","Meski kulit hitam atau putih, Tuhan menjaga semua manusia"
Terjemahkan ke bahasa Indonesia baku.,Tunjangan sampai tua turun dari freeport,Tunjangan dari freeport bakal selalu ada dari freeport sampai tua
Terjemahkan ke bahasa Indonesia baku.,Ko pencu sa pu mata ini demtu sa tertarik,"Mata ini melihatmu, aku tertarik"
Terjemahkan ke bahasa Indonesia baku.,Tra bisa mo putar ulang kembali yang lama,Tidak bisa memutar kembali masa lalu
Terjemahkan ke bahasa Indonesia baku.,Dengar ko pung komitmen jujur sa tra kuat,Dengar komitmenmu jujur aku tidak kuat
Terjemahkan ke bahasa Indonesia baku.,Kam bahagia dengan terpaksa sa kasi salam,"Kamu bahagia dengan terpaksa, aku pamit"
Terjemahkan ke bahasa Indonesia baku.,Yo bunuh sa pu hati demi ko pu kesenangan,Ini membunuh hati aku demi kesenanganmu
Terjemahkan ke bahasa Indonesia baku.,Hanya ada kata pisah di antara ko deng sa,Hanya ada kata pisah antara kamu dan aku
Terjemahkan ke bahasa Indonesia baku.,Plis ka jangan-jangan Anjani angan-jangan,Tolong jangan-jangan Anjani jangan-jangan
Terjemahkan ke bahasa Indonesia baku.,"Honeymoon di Inggris, di Paris, di Jerman","Bulan madu di Inggris, di Paris, di Jerman"
Terjemahkan ke bahasa Indonesia baku.,sa yang selalu sayang dan paling mengerti,aku yang selalu sayang dan paling mengerti
Terjemahkan ke bahasa Indonesia baku.,Apakah harus tong pergi kas tinggal Papua,Haruskah kita pergi dan meninggalkan Papua?
Terjemahkan ke bahasa Indonesia baku.,"Sa bolak-balik, jalan su panik-panik (ey)","Aku bolak-balik, berjalan dengan panik (ey)"
Terjemahkan ke bahasa Indonesia baku.,yang bikin sa rindu gelisah bikin bahagia,"yang membuat aku rindu, gelisah, dan bahagia"
Terjemahkan ke bahasa Indonesia baku.,Ko berlutut menangis juga sa bilang tidak,Kamu berlutut menangis juga aku bilang tidak
Terjemahkan ke bahasa Indonesia baku.,Sa ada pada gerimis pasang surut hubungan,Aku di sini dalam hujan pasang surut hubungan
Terjemahkan ke bahasa Indonesia baku.,Dari hari ke hari marah sa tanya ko sakit,"Setiap hari kamu marah, aku tanya kamu kenapa"
Terjemahkan ke bahasa Indonesia baku.,sa ada pada gerimis pasang surut hubungan,aku ada di saat gerimis pasang surut hubungan
Terjemahkan ke bahasa Indonesia baku.,"Ko juga punya hati, pasti ko mengerti ini","Kamu juga punya hati, pasti kamu mengerti ini."
Terjemahkan ke bahasa Indonesia baku.,"Percuma sa setia, kini sa yang harus jauh","Percuma aku setia, kini aku yang harus menjauh"
Terjemahkan ke bahasa Indonesia baku.,sayang kapan pulang kapan tiba kapan bale,"sayang, kapan pulang, kapan tiba, kapan kembali"
Terjemahkan ke bahasa Indonesia baku.,Jang ganggu yang itu sa punya jang ganggu,"Jangan ganggu, itu yang aku punya, jangan ganggu"
Terjemahkan ke bahasa Indonesia baku.,Sa jaga stenga mati dari pagi sampe malam,Aku menjaga setengah mati dari pagi sampai malam
Terjemahkan ke bahasa Indonesia baku.,"Andeh, mo bilang tapi sekarang su berbeda",Ingin bilang tapi sekarang semuanya sudah berbeda
Terjemahkan ke bahasa Indonesia baku.,Mereka bernyanyi dengan suara manis merdu,Mereka bernyanyi dengan suara yang merdu dan indah
Terjemahkan ke bahasa Indonesia baku.,Kalau sa langgar mungkin tra bisa bersatu,Jika aku melanggar mungkin tidak bisa bersatu lagi
Terjemahkan ke bahasa Indonesia baku.,Ko sayang sa yang ke berapa cinta ko bagi,"Kamu sayang aku, tapi cinta kamu dibagi ke berapa orang"
Terjemahkan ke bahasa Indonesia baku.,Padahal ko hanya singgah baru ko gas jatuh,Padahal kamu hanya singgah lalu pergi
Terjemahkan ke bahasa Indonesia baku.,Ko tolong tambah deng maki-maki begitu ado,Kamu tambah maki-maki begitu sudah ada
Terjemahkan ke bahasa Indonesia baku.,Ko su tau sa pu hati ini benar-benar cinta,Aku tahu hati ini benar-benar mencintai
Terjemahkan ke bahasa Indonesia baku.,"Sa pikiran kacau-kacau, koi bikin belenggu","Pikiranku kacau, kamu membuatku terikat"
Terjemahkan ke bahasa Indonesia baku.,Sama-sama jaga cinta ko tu yang kandung ka,Sama-sama jaga cinta kamu itu yang punya
Terjemahkan ke bahasa Indonesia baku.,"Langsung hati ko kas kena, sa pas di Waena",Hati langsung tertembak saat aku di Waena
Terjemahkan ke bahasa Indonesia baku.,"Sa ikhlas demi cinta, agar ko bisa bahagia",Aku ikhlas demi cinta agar kamu bisa bahagia
Terjemahkan ke bahasa Indonesia baku.,jaga hati sampe nanti tong ketemu di papua,jaga hati sampai nanti kita bertemu di Papua
Terjemahkan ke bahasa Indonesia baku.,Hubungan ini kan titik su trakan lagi koma,Hubungan ini sudah titik tidak akan lagi koma
Terjemahkan ke bahasa Indonesia baku.,Alasan ditelpon mama ko tipu hal yang sama,Alasan ditelepon mama kamu tipu hal yang sama
Terjemahkan ke bahasa Indonesia baku.,Ko pernah bilang sama sa kalo ko kan setia,Kamu pernah bilang ke aku kalau kamu akan setia
Terjemahkan ke bahasa Indonesia baku.,"Sa pun niat baik, mungkin ini yang terbaik","Aku juga punya niat baik, mungkin ini yang terbaik"
Terjemahkan ke bahasa Indonesia baku.,Ada waktu nanti bersatu berjalan satu arah,Akan ada waktu nanti untuk bersatu berjalan searah.
Terjemahkan ke bahasa Indonesia baku.,Kalau sa tau begini dari dulu sa tra belok,"Kalau aku tahu begini, dari dulu aku tidak akan salah jalan"
Terjemahkan ke bahasa Indonesia baku.,Ke kanan ta putar ta putar ko alasan alasan,Ke kanan berputar-putar alasanmu saja
Terjemahkan ke bahasa Indonesia baku.,Kas patah Anadok pu hati ini tara fine yeah,"Kamu patahkan hati saya, ini tidak baik"
Terjemahkan ke bahasa Indonesia baku.,Dan coba lupa kisah... meski berat untuk ko,Coba lupakan cerita meski berat untukmu
Terjemahkan ke bahasa Indonesia baku.,Sa memang baru saja hadir dalam ko pu dunia,Aku memang baru saja hadir dalam hidupmu
Terjemahkan ke bahasa Indonesia baku.,ko pu manja goyang lidah sambil angkat alis,kamu manja goyang lidah sambil angkat alis
Terjemahkan ke bahasa Indonesia baku.,Ko su di mana? deng sapa? ko ada bikin apa?,Dimana kamu? dengan siapa? kamu sedang apa?
Terjemahkan ke bahasa Indonesia baku.,Jika yang terbaik yang sa kasih belum cukup,Jika yang terbaik yang aku beri belum cukup
Terjemahkan ke bahasa Indonesia baku.,Dan su bukan sa lagi yang genggam ko tangan,Dan aku bukan lagi yang menggenggam tanganmu
Terjemahkan ke bahasa Indonesia baku.,"Kurang kah sa pu cinta, sampe harus ko cari","Kurangkah cintaku, sampai kamu harus mencari"
Terjemahkan ke bahasa Indonesia baku.,Tara sama cara main Timur punya paling lain,Cara main Timur itu berbeda dengan yang lain
Terjemahkan ke bahasa Indonesia baku.,And everytime sa ingat beberapa moment lalu,Dan setiap kali aku ingat beberapa momen lalu
Terjemahkan ke bahasa Indonesia baku.,"Banyaknya perdebatan, ko selalu sebut pisah","Banyak perdebatan, kamu selalu menyebut pisah"
Terjemahkan ke bahasa Indonesia baku.,Biar ko ancam cinta ditolak dukun bertindak,"Biar kamu ancam, cinta ditolak dukun bertindak"
Terjemahkan ke bahasa Indonesia baku.,Ko pu manja goyang lidah sambil angkat alis,"Kamu manja, goyang lidah sambil senyum menggoda"
Terjemahkan ke bahasa Indonesia baku.,tanya dong pasti bilang ko wanita beruntung,tanya mereka pasti bilang kamu wanita beruntung
Terjemahkan ke bahasa Indonesia baku.,Biar sampe dimana sa pasti ko akan perlukan,Biar sampai di mana pun aku pasti kamu perlukan
Terjemahkan ke bahasa Indonesia baku.,Kode jarak jauh angkat gelas kam jang antar,"Kode jarak jauh: angkat gelas, jangan antar lagi"
Terjemahkan ke bahasa Indonesia baku.,"Ko kasih luluh hati, sungguh mati sontoloyo","Kamu mencairkan hatiku, sungguh membuat mati rasa"
Terjemahkan ke bahasa Indonesia baku.,Standby di ko love macam Stark punya Jarvis,Tetap menunggu cintamu seperti Jarvis untuk Stark
Terjemahkan ke bahasa Indonesia baku.,Karena memang bukan sekarang sa yang miliki,Karena memang sekarang aku bukan yang kamu miliki
Terjemahkan ke bahasa Indonesia baku.,Kini jauh jadi pemisah biar jauh jadi rindu,"Kini jarak jadi pemisah, biar jauh menjadi rindu."
Terjemahkan ke bahasa Indonesia baku.,"Sa bentu lihat ko, sa candu macam udik-udik","Saat melihatmu, aku kecanduan seperti anak kampung"
Terjemahkan ke bahasa Indonesia baku.,"Tra boleh baku marah, pace mace sio kasihan","Kita tidak boleh saling bermusuhan, itu menyakitkan"
Terjemahkan ke bahasa Indonesia baku.,Sekali dengar tong pu lagu ko goyang kepala,Sekali dengar lagu kami kamu langsung goyang kepala
Terjemahkan ke bahasa Indonesia baku.,Jang bertanya karna ini sungguh mengasikkan,Jangan bertanya karena ini benar-benar mengasyikkan
Terjemahkan ke bahasa Indonesia baku.,Apa lagi de su mabuk jalan deng de pu anana,Bahkan mereka jalan sambil mabuk bersama teman mereka
Terjemahkan ke bahasa Indonesia baku.,sa yang su mengerti dong su tau ko sa punya,aku yang sudah mengerti mereka sudah tahu kamu milikku
Terjemahkan ke bahasa Indonesia baku.,Tanya dong pasti bilang ko wanita beruntung,"Coba tanya, pasti dia akan bilang kamu wanita beruntung"
Terjemahkan ke bahasa Indonesia baku.,Kalo memang su tra bisa sayang sa menyerahi,"Kalau memang sudah tidak bisa lagi sayang, aku menyerah"
Terjemahkan ke bahasa Indonesia baku.,Tu kam dua pu hubungan jadi jangan ko bocor,"Untuk hubungan kita berdua, jadi jangan kamu buka kebocoran"
Terjemahkan ke bahasa Indonesia baku.,Kejar sementara kalau berafiliasi butuh gaji,Berlomba saat hubungan butuh nafkah
Terjemahkan ke bahasa Indonesia baku.,Sorry tra bisa karna sa tramau untuk melawan,Maaf tidak bisa karena aku takut melawan
Terjemahkan ke bahasa Indonesia baku.,Ini music tong masak dengan berbumbu racikan,Musik ini kami buat dengan bumbu racikan
Terjemahkan ke bahasa Indonesia baku.,mo cari sampe dimana tetap sa ni ko pu rumah,mau cari sampai ke mana tetap aku rumahmu
Terjemahkan ke bahasa Indonesia baku.,Please ka jangan-jangan Anjani jangan-jangan,"Kuharap, jangan-jangan Anjani, jangan-jangan"
Terjemahkan ke bahasa Indonesia baku.,"Sa terlalu percaya, pada akhirnya pun kecewa","Aku terlalu percaya, pada akhirnya pun kecewa"
Terjemahkan ke bahasa Indonesia baku.,"Baru kam sey barus,Awas sa mabuk kaka de sey","Begitu kamu, hati-hati aku bisa mabuk karenamu"
Terjemahkan ke bahasa Indonesia baku.,Namun di persimpangan ko berbelok kepada dia,Namun di persimpangan kamu berbelok kepada dia
Terjemahkan ke bahasa Indonesia baku.,Kini impian buntu yang ko taru paksa sa jauh,"Sekarang impian buntu, kamu memaksa aku menjauh"
Terjemahkan ke bahasa Indonesia baku.,"Sa su tau semua, tra perlu untuk menjelaskan","Aku sudah tahu semua, tak perlu untuk menjelaskan"
Terjemahkan ke bahasa Indonesia baku.,"Koi enak eh, habis polo de baru mo polo saya","Kamu enak ya, habis pacari dia baru mau pacari aku"
Terjemahkan ke bahasa Indonesia baku.,Mo cari sampe dimana tetap sa ni ko pu rumah,"Sampai ke mana pun kamu mencari, aku adalah rumahmu"
Terjemahkan ke bahasa Indonesia baku.,Untuk pancing emo setiap hari sa mo mengerti,"Untuk memancing emosiku, padahal aku ingin mengerti"
Terjemahkan ke bahasa Indonesia baku.,Ah pele sa tra tau mungkin su deng lain hati,"Aku tidak tahu, mungkin kamu sudah dengan yang lain"
Terjemahkan ke bahasa Indonesia baku.,"Sa maitua lebih baik, wangi wiro tra menarik",Orangtuaku lebih baik; bau minuman itu tidak menarik
Terjemahkan ke bahasa Indonesia baku.,Tapi ko yang datang brikan-brikan ko pu cinta,Tapi kamu datang memberi cintamu
Terjemahkan ke bahasa Indonesia baku.,Bukan habis Ko yang tentukan semua yang bukan,"Bukan berakhir, kamu yang tentukan semuanya"
Terjemahkan ke bahasa Indonesia baku.,"Biarkanlah sa yang terluka, ho-oh, hu-uh, hei","Biarkan aku yang terluka, ho-oh, hu-uh, hei"
Terjemahkan ke bahasa Indonesia baku.,Padahal sa tau sebenarnya ko masih mo tinggal,Sebenarnya aku tahu kamu masih ingin tinggal
Terjemahkan ke bahasa Indonesia baku.,Sulit sa rasa saat ko patahkan sa pu hati ini,Sulit aku rasakan saat kamu hancurkan hatiku
Terjemahkan ke bahasa Indonesia baku.,Boleh kam jang ganggu dia de itu sa pu maitua,Bolehkah kamu ganggu dia? Itu tanggung jawabku
Terjemahkan ke bahasa Indonesia baku.,"Yakin ade jadi takdir, amin ade yang terakhir","Yakin kamu jadi takdir, amin kamu yang terakhir"
Terjemahkan ke bahasa Indonesia baku.,Dong butuh selimut untuk tutup dong pu dingin,Mereka butuh pelindung untuk menutupi dingin mereka
Terjemahkan ke bahasa Indonesia baku.,tara tipu tapi jang ko bikin tinggal kenangan,aku tidak tipu tapi jangan jadikan tinggal kenangan
Terjemahkan ke bahasa Indonesia baku.,Ko juga mo mepet-mepet sempat ko tra mo lepas,Kamu juga mau dekat-dekat sempat kamu tak mau lepas
Terjemahkan ke bahasa Indonesia baku.,Dan sekarang kawan kam stop ajak-ajak sa lagi,Dan sekarang kawan-kawanmu berhenti mengajakku lagi
Terjemahkan ke bahasa Indonesia baku.,Cin no limit trada pagu kas tabuang rasa ragu,Cinta tanpa batas tidak ada pagu hilangkan rasa ragu
Terjemahkan ke bahasa Indonesia baku.,Ko rancang habis sa pake gaya stelan mandarin,"Kamu rancang semuanya, aku pakai gaya setelan Mandarin"
Terjemahkan ke bahasa Indonesia baku.,Bibir ucap rindu jarak yang buat sa jadi bisu,"Bibir mengucap rindu, tapi jarak membuat saya terdiam."
Terjemahkan ke bahasa Indonesia baku.,Boleh kah jang ganggu dia de itu sa pu maitua,Bolehkah kamu ganggu dia? Itu yang aku tanggung jawabkan
Terjemahkan ke bahasa Indonesia baku.,jang ko mo slak sombong untuk jalan pica bunga,jangan sombong untuk jalan pica bunga
Terjemahkan ke bahasa Indonesia baku.,Hingga sulit dipisahkan macam rap dengan rhyme,Sulit dipisahkan seperti rap dan rhyme
Terjemahkan ke bahasa Indonesia baku.,kalo bosan kasi tau ko pu cara jang menghilang,kalau bosan beri tahu jangan menghilang
Terjemahkan ke bahasa Indonesia baku.,Sa tahan sa pung rasa dengan kaca sa pung mata,Aku tahan rasa ini dengan kaca dan mataku
Terjemahkan ke bahasa Indonesia baku.,"Oh sh-t, jang bilang sa tra bisa dengan ko bah","Oh sht, jangan bilang aku tak bisa bersamamu"
Terjemahkan ke bahasa Indonesia baku.,Kah ko gila bilang toh ko gila yo gila gila sa,"Katakan kamu gila, biarkan saja, gila gila aku"
Terjemahkan ke bahasa Indonesia baku.,Dan sa akan berjanji sempatkan waktu sa berdoa,Dan aku berjanji akan luangkan waktu untuk berdoa
Terjemahkan ke bahasa Indonesia baku.,"Kaka seng mau sombong, tong kawin ko naik daun","Aku menjadi sombong, kita menikah menjadi lebih baik"
Terjemahkan ke bahasa Indonesia baku.,Yeah yeskon yang model begini sudah pasti insos,"Ya, yang model begini sudah pasti menawan"
Terjemahkan ke bahasa Indonesia baku.,Peluh bayang bersama angan cuma bisa hati susah,Bayangan dan angan hanya membuat hati terasa berat.
Terjemahkan ke bahasa Indonesia baku.,"Ko tinggal jawab mau ka tidak, oh mau ka tidak?","Kamu tinggal mau jawab atau tidak, oh mau atau tidak"
Terjemahkan ke bahasa Indonesia baku.,Tra pernah bikin repot sa gacok ni de tra kepot,"Tak pernah repot, aku tetap kuat walau tidak sempurna"
Terjemahkan ke bahasa Indonesia baku.,"Jang bikin pusing, sa pusing karena umur su tua","Jangan bikin pusing, saya pusing karena umur sudah tua"
Terjemahkan ke bahasa Indonesia baku.,Tapi kenapa ko selalu marah baru mo minta pisah,Tapi kenapa kamu selalu baru minta pisah setelah marah
Terjemahkan ke bahasa Indonesia baku.,Mana jalan yang ko pilih semua bebas dan terbuka,"Pilihlah jalanmu, semuanya terbuka dan bebas"
Terjemahkan ke bahasa Indonesia baku.,mana jalan yang ko pilih semua bebas dan terbuka,jalan yang kamu pilih semua bebas dan terbuka
Terjemahkan ke bahasa Indonesia baku.,"Apalagi jiwa raga, ko tukar dalam satu kali laga","Apalagi raga, kau tukar dalam sekali kesempatan"
Terjemahkan ke bahasa Indonesia baku.,Setidaknya jang kas tinggal tanpa ada penjelasan,Setidaknya jangan tinggal pergi tanpa penjelasan
Terjemahkan ke bahasa Indonesia baku.,"Di mana ko pu perasaan, sehingga ko main sa hati","Di mana perasaanmu, sehingga kamu mainkan hatiku"
Terjemahkan ke bahasa Indonesia baku.,Jang ada mau pele itu bisa nanti ko terjun basah,"Jangan sampai melakukan itu, nanti kamu akan jatuh"
Terjemahkan ke bahasa Indonesia baku.,Sa su losten koe jang ko ragu sayang tu cuma koe,Aku sudah ikhlas kamu jangan ragu sayang itu cuma kamu
Terjemahkan ke bahasa Indonesia baku.,De su bahagia akan selalu setia sampe di hari tua,Mereka sudah bahagia akan setia hingga tua
Terjemahkan ke bahasa Indonesia baku.,Harap sa akan baik dibalik jutaan cinta yang naik,Harap aku akan baik di balik cinta yang tumbuh besar
Terjemahkan ke bahasa Indonesia baku.,Sa yakin setelah dong dengar dong langsung merana,Aku yakin setelah mereka dengar mereka langsung terpana
Terjemahkan ke bahasa Indonesia baku.,Ketika dalam bayang sepi cinta hadir tra anti pula,"Saat kesepian muncul, cinta hadir tanpa anti"
Terjemahkan ke bahasa Indonesia baku.,"Ko deng sa harus strong, jang ko menangis sudah we","Kamu dan saya harus kuat, jangan menangis lagi"
Terjemahkan ke bahasa Indonesia baku.,Kaget cinta deng ko pele su talengket macam magnet,Kaget cinta denganmu sudah menempel seperti magnet
Terjemahkan ke bahasa Indonesia baku.,Lupa jarak yang aku peluk angan tapi tak bisa-bisa,"Melupakan jarak, memeluk angan tapi tetap tak bisa."
Terjemahkan ke bahasa Indonesia baku.,Gandeng cinta Anjeni ah ple cinta sa ada ni Anjani,Genggam cinta Anjani aku ada dengan cinta ini Anjani
Terjemahkan ke bahasa Indonesia baku.,"Wasior dan Serui Biak, Wamena, Jayapura dan Merauke","Wasior dan Serui, Biak, Wamena, Jayapura dan Merauke"
Terjemahkan ke bahasa Indonesia baku.,Alasan apa lagi yang ko mo kasih (Yang ko mo kasih),Alasan apa lagi yang mau kamu kasih (yang mau kamu kasih)
Terjemahkan ke bahasa Indonesia baku.,Dan bagusnya sadari awal tara brikan cinta seutuhnya,Seharusnya dari awal kamu tidak beri cinta sepenuhnya
Terjemahkan ke bahasa Indonesia baku.,Bukannya takut tapi sa maitua ancam awas dapat bakar,"Bukan karena takut, tapi orangtuaku mengancam akan menghukum"
Terjemahkan ke bahasa Indonesia baku.,Selagi ni tra buat bising tolong pasang kam pu kuping,"Selagi belum bising, tolong pasang kupingmu"
Terjemahkan ke bahasa Indonesia baku.,sampe cara kas nyaman pun cuman sa saja yang mengerti,sampai cara membuat nyaman pun hanya aku yang mengerti
Terjemahkan ke bahasa Indonesia baku.,Sa bukan dermaga untuk ko singgah sebentar lalu pergi,Aku bukan dermaga untuk kamu singgah sebentar lalu pergi
Terjemahkan ke bahasa Indonesia baku.,Nyong jaga hati jang mo tester nanti lain masuk testi,"Aku jaga hati, jangan coba tes, nanti yang lain masuk uji"
